date	close
1000	2.05402027403
2000	-7.29338534998
3000	4.602959868
4000	-4.20885014802
5000	0.825772478201
6000	4.83812755434
7000	-3.11999092099
8000	0.639037667028
9000	-3.27890278214
10000	3.8849707981
11000	-5.57730030345
12000	1.1840381056
13000	1.42783713039
14000	3.90610010636
15000	-6.80358348674
16000	2.99527466884
17000	-5.77111090985
18000	0.483640516908
19000	-4.13647559859
20000	2.16863123608
21000	-12.7853243884
22000	4.48172158827
23000	4.48879476155
24000	3.83047747934
25000	5.82914819855
26000	4.59625318015
27000	2.28124592591
28000	-1.0447980449
29000	-5.38143155795
30000	1.9779330606
31000	-1.92729190119
32000	5.52721671419
33000	-6.986524466
34000	-7.84142231933
35000	-4.07884158031
36000	5.81700310913
37000	-0.333521299815
38000	6.59089904123
39000	0.560014462334
40000	4.49485957136
41000	-2.08022739338
42000	-13.3169866943
43000	0.511865288221
44000	0.444299344922
45000	-1.7923431903
46000	1.93198014556
47000	2.37382886721
48000	4.50416092663
49000	-8.15150003792
50000	-0.754544623714
51000	-1.47151876783
52000	-2.77893540174
53000	2.93710233514
54000	-5.00858474339
55000	-6.00433564858
56000	0.759616215447
57000	0.107154069989
58000	6.37929129292
59000	2.27086088442
60000	-0.269766832365
61000	-2.42337616194
62000	-1.77102464395
63000	5.79433076595
64000	-6.17236062537
65000	3.9032866268
66000	-2.52851900009
67000	-2.45797066642
68000	-2.59219545596
69000	-7.90585015498
70000	-6.1286334978
71000	0.285308207884
72000	-9.46317995549
73000	-5.91888521749
74000	-2.83635777513
75000	0.788987134002
76000	0.981080178489
77000	3.48695662947
78000	4.61358619346
79000	2.76653097674
80000	-3.35358198683
81000	-4.00530325168
82000	-9.29428643229
83000	-7.76631704802
84000	-6.58375735824
85000	0.714344775004
86000	5.12831349926
87000	1.68050389591
88000	1.58650547838
89000	2.33908514183
90000	1.52989809898
91000	-0.229990053806
92000	1.80093080496
93000	1.39315814183
94000	0.904388897183
95000	2.35460398061
96000	3.26561502647
97000	-7.65503598504
98000	-3.70629934915
99000	-9.83976709872
100000	-6.82491621848
101000	-2.93127061691
102000	-5.41321763121
103000	6.22846085081
104000	-5.20691651144
105000	-7.99246060769
106000	-9.59622210681
107000	-0.514942148096
108000	-6.03123330692
109000	-2.27748524948
110000	-1.90971013264
111000	0.846998718751
112000	0.646361117056
113000	-4.36840270053
114000	7.02003271071
115000	1.68435939671
116000	-5.35869493857
117000	-1.56989277765
118000	-1.44989147569
119000	-0.165284253393
120000	1.51141068826
121000	-3.40564715772
122000	-4.56238354132
123000	-4.58184717142
124000	-0.0895780040945
125000	2.57706453353
126000	1.80741740475
127000	1.82145400474
128000	4.28703851918
129000	2.91941813865
130000	-2.62905940858
131000	-13.6769150022
132000	0.831081448152
133000	-0.0760405491021
134000	-10.4751959654
135000	1.38098279164
136000	-6.93088284752
137000	3.12189352638
138000	-4.08140602474
139000	1.60574583207
140000	4.25867385843
141000	-1.14093097478
142000	1.0575764929
